usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023,egc_tagx.chn500.y2023,egc_tagx.soe.y2023,egc_tagx.plc.y2023,egc_tagx.nht.y2023,egc_tagx.isc100.y2023,egc_tagx.fic500_all.y2023,egc_tagx.fic500_mfg.y2023,egc_tagx.fic100_svc.y2023,h_comments
abg,南京南瑞信息通信科技有限公司,南京南瑞信息通信科技有限公司,ent,a4i,atq,国家电网有限公司,"{""2020-01-23"":""2023-01-23""}",[glb],[chn],[soe],[plc],nht,nf-404,nf-404,nf-404,nf-404,
abh,南京芃辰启智科技有限公司,南京芃辰启智科技有限公司,ent,i-root,abh,南京芃辰启智科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
abj,南京市城市数字治理中心,南京市城市数字治理中心,pin,i-root,abj,南京市城市数字治理中心,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
abi,南京软通动力信息技术服务有限公司,南京软通动力信息技术服务有限公司,ent,ass,ass,软通动力信息技术（集团）股份有限公司,"{""2017-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,[plc],nht,nf-404,nf-404,nf-404,nf-404,
abk,南京市雨花台区教育局下属学校,南京市雨花台区教育局下属学校,[pin],i-root,abk,南京市雨花台区教育局下属学校,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
abl,南京苏宁软件技术有限公司,南京苏宁软件技术有限公司,ent,atl,atl,苏宁易购集团股份有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,[chn],nf-404,[plc],nht,nf-404,nf-404,nf-404,nf-404,
abm,南京万普拉斯软件技术有限公司,南京万普拉斯软件技术有限公司,ent,i-root,abm,南京万普拉斯软件技术有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
abn,南京新东方文化艺术发展有限公司,南京新东方文化艺术发展有限公司,ent,avi,avi,新东方教育科技集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240118:qcc明确说属于新东方
abb,南京航空航天大学,南京航空航天大学,pin,i-root,abb,南京航空航天大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
abc,南京莱斯电子设备有限公司,南京莱斯电子设备有限公司,ent,ao4,au8,中国电子科技集团有限公司,"{""2019-01-23"":""2025-01-23""}",[glb],[chn],[soe],nf-404,nht,nf-404,nf-404,nf-404,nf-404,
abr,南京银行股份有限公司苏州分行,南京银行股份有限公司苏州分行,ent,abq,abq,南京银行股份有限公司,{},nf-404,[chn],nf-404,[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
abs,南京云问网络技术有限公司,南京云问网络技术有限公司,ent,i-root,abs,南京云问网络技术有限公司,"{""2020-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
abo,南京熊猫汉达科技有限公司,南京熊猫汉达科技有限公司,ent,at5,at4,中国电子信息产业集团有限公司,"{""2019-01-23"":""2025-01-23""}",[glb],[chn],[soe],nf-404,nht,nf-404,nf-404,nf-404,nf-404,240116：就是中电防务
abt,南京臻融软件科技有限公司,南京臻融软件科技有限公司,ent,i-root,abt,南京臻融软件科技有限公司,"{""2018-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
abu,南京中新赛克科技有限责任公司,南京中新赛克科技有限责任公司,ent,i-root,abu,南京中新赛克科技有限责任公司,"{""2009-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
abv,南京筑网信息科技有限公司,南京筑网信息科技有限公司,ent,i-root,abv,南京筑网信息科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
abw,南开大学,南开大学,pin,i-root,abw,南开大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
abx,南陵县邓修田种养综合家庭农场,南陵县邓修田种养综合家庭农场,ent,i-root,abx,南陵县邓修田种养综合家庭农场,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
aby,南陵县公共就业和人才服务中心,南陵县公共就业和人才服务中心,pin,i-root,aby,南陵县公共就业和人才服务中心,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
abz,南通理工学院,南通理工学院,pin,i-root,abz,南通理工学院,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ac0,南通市通州区人民医院,南通市通州区人民医院,pin,i-root,ac0,南通市通州区人民医院,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ac1,南通智能感知研究院,南通智能感知研究院,pin,i-root,ac1,南通智能感知研究院,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ac3,华为技术有限公司,华为技术有限公司,ent,asy,asy,华为投资控股有限公司,"{""2008-01-23"":""2026-01-23""}",[glb],[chn],nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
ac2,内蒙古伊利实业集团股份有限公司液态奶事业部,内蒙古伊利实业集团股份有限公司液态奶事业部,ent,at6,at6,内蒙古伊利实业集团股份有限公司,{},nf-404,[chn],nf-404,[plc],nf-404,nf-404,[fic],[fic],nf-404,
ac4,霓检有限公司,霓检有限公司,ent,i-root,ac4,霓检有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ac5,宁波工业互联网研究院有限公司,宁波工业互联网研究院有限公司,ent,i-root,ac5,宁波工业互联网研究院有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ac6,宁波银行股份有限公司,宁波银行股份有限公司,ent,i-root,ac6,宁波银行股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ac7,宁波银行股份有限公司南京分行,宁波银行股份有限公司南京分行,ent,ac6,ac6,宁波银行股份有限公司,{},nf-404,[chn],nf-404,[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
abp,南京医科大学,南京医科大学,pin,i-root,abp,南京医科大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
abq,南京银行股份有限公司,南京银行股份有限公司,ent,i-root,abq,南京银行股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ac8,纽约大学,纽约大学,[pin],i-root,ac8,纽约大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ac9,欧思朗光电半导体（中国）有限公司,欧思朗光电半导体（中国）有限公司,ent,avj,avj,ams-OSRAM 艾迈斯欧司朗公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240117:FR22-P107
acb,七十五团文体广电服务中心,七十五团文体广电服务中心,pin,i-root,acb,七十五团文体广电服务中心,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240112：全称-新疆生产建设兵团第四师七十五团文体广电服务中心
acd,启东晟云智慧信息技术有限公司,启东晟云智慧信息技术有限公司,ent,i-root,acd,启东晟云智慧信息技术有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
aca,莆田市中金兴源商贸有限公司,莆田市中金兴源商贸有限公司,ent,i-root,aca,莆田市中金兴源商贸有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ace,乾安县广源仓惠农副产品开发有限公司,乾安县广源仓惠农副产品开发有限公司,ent,i-root,ace,乾安县广源仓惠农副产品开发有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
acf,青岛贝塔信息技术有限公司,青岛贝塔信息技术有限公司,ent,i-root,acf,青岛贝塔信息技术有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
acg,青岛鼎信通讯股份有限公司,青岛鼎信通讯股份有限公司,ent,i-root,acg,青岛鼎信通讯股份有限公司,"{""2013-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
ach,青岛海尔人力资源开发有限公司,青岛海尔人力资源开发有限公司,ent,i-root,ach,青岛海尔人力资源开发有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,[ww][cn]
aci,青岛芮羽木业有限公司,青岛芮羽木业有限公司,ent,i-root,aci,青岛芮羽木业有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
acc,奇安信科技集团股份有限公司,奇安信科技集团股份有限公司,ent,i-root,acc,奇安信科技集团股份有限公司,"{""2023-01-23"":""2026-01-23"",""2015-01-23"":""2021-01-23""}",nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
acj,青岛钛合精密金属有限公司,青岛钛合精密金属有限公司,ent,i-root,acj,青岛钛合精密金属有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
acl,青岛学而思文理培训学校,青岛学而思文理培训学校,ent,aw0,aw0,北京世纪好未来教育科技有限公司,{},nf-404,nf-404,nf-404,nf-404,[nht],nf-404,nf-404,nf-404,nf-404,
ack,青岛天行网络技术有限公司,青岛天行网络技术有限公司,ent,i-root,ack,青岛天行网络技术有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
acp,任丘市恩万文化传媒有限公司,任丘市恩万文化传媒有限公司,ent,i-root,acp,任丘市恩万文化传媒有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
acq,任拓数据科技（上海）有限公司,任拓数据科技（上海）有限公司,ent,i-root,acq,任拓数据科技（上海）有限公司,"{""2020-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
aco,人民解放军63880部队,人民解放军63880部队,[gpo],i-root,aco,人民解放军63880部队,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240112：中国洛阳电子装备试验中心
acs,日本早稻田大学,日本早稻田大学,[pin],i-root,acs,日本早稻田大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
acr,日本 优尼塔斯语言学校,日本 优尼塔斯语言学校,[pin],i-root,acr,日本 优尼塔斯语言学校,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
acu,日本筑波大学,日本筑波大学,[pin],i-root,acu,日本筑波大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
acv,荣旗工业科技（苏州）股份有限公司,荣旗工业科技（苏州）股份有限公司,ent,i-root,acv,荣旗工业科技（苏州）股份有限公司,"{""2021-01-23"":""2024-01-23"",""2017-01-23"":""2020-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
acn,趋势科技（中国）有限公司南京分公司,趋势科技（中国）有限公司南京分公司,ent,i-root,acn,趋势科技（中国）有限公司南京分公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240112：在08-17母公司是the；美国控股，待跟进。
acw,荣耀终端有限公司南京分公司,荣耀终端有限公司南京分公司,ent,at7,at7,荣耀终端有限公司,{},nf-404,nf-404,nf-404,nf-404,[nht],nf-404,nf-404,nf-404,nf-404,
acm,清华大学,清华大学,pin,i-root,acm,清华大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
acx,锐捷网络（苏州）有限公司,锐捷网络（苏州）有限公司,ent,i-root,acx,锐捷网络（苏州）有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,240224：母公司锐捷网络是上市公司。
acz,瑞典查尔姆斯理工大学,瑞典查尔姆斯理工大学,[pin],i-root,acz,瑞典查尔姆斯理工大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
act,日本早稻田言语学院,日本早稻田言语学院,[pin],i-root,act,日本早稻田言语学院,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ad0,瑞典舍夫德大学,瑞典舍夫德大学,[pin],i-root,ad0,瑞典舍夫德大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
acy,瑞典 舍夫德大学,瑞典 舍夫德大学,[pin],i-root,acy,瑞典 舍夫德大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ad1,瑞庭网络技术（上海）有限公司,瑞庭网络技术（上海）有限公司,ent,i-root,ad1,瑞庭网络技术（上海）有限公司,"{""2010-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,240224：就是安居客
ad5,三只松鼠股份有限公司,三只松鼠股份有限公司,ent,i-root,ad5,三只松鼠股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ad6,厦门大学,厦门大学,pin,i-root,ad6,厦门大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ad2,三七互娱网络科技集团股份有限公司,三七互娱网络科技集团股份有限公司,ent,i-root,ad2,三七互娱网络科技集团股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ad4,三一重机有限公司,三一重机有限公司,ent,b6s,b6s,三一重工股份有限公司,"{""2008-01-23"":""2023-01-23""}",nf-404,[chn],nf-404,[plc],nht,nf-404,nf-404,nf-404,nf-404,
ad3,三星电子（中国）研发中心,三星电子（中国）研发中心,ent,avl,avl,三星电子,{},[glb],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ad7,厦门轨道建设发展集团有限公司,厦门轨道建设发展集团有限公司,ent,i-root,ad7,厦门轨道建设发展集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240119:厦门国资委监管的13个一级国企之一。
ad8,厦门国际银行股份有限公司龙岩分行,厦门国际银行股份有限公司龙岩分行,ent,i-root,ad8,厦门国际银行股份有限公司龙岩分行,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
adc,山东航天电子技术研究所（涉密）,山东航天电子技术研究所（涉密）,ent,i-root,adc,山东航天电子技术研究所（涉密）,"{""2012-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
ada,山东岱微电子有限公司,山东岱微电子有限公司,ent,i-root,ada,山东岱微电子有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
add,山东省昌邑市公共就业和人才服务中心,山东省昌邑市公共就业和人才服务中心,pin,i-root,add,山东省昌邑市公共就业和人才服务中心,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ade,山东省交通规划设计院集团有限公司,山东省交通规划设计院集团有限公司,ent,at8,at8,山东高速集团有限公司,"{""2016-01-23"":""2025-01-23""}",[glb],[chn],nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
adf,山东希幔环保科技有限公司,山东希幔环保科技有限公司,ent,i-root,adf,山东希幔环保科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
adg,山东智赢门窗系统有限公司,山东智赢门窗系统有限公司,ent,i-root,adg,山东智赢门窗系统有限公司,"{""2018-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
adh,山石网科通信技术股份有限公司,山石网科通信技术股份有限公司,ent,i-root,adh,山石网科通信技术股份有限公司,"{""2013-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
adb,山东高速股份有限公司,山东高速股份有限公司,ent,at8,at8,山东高速集团有限公司,{},[glb],[chn],nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,240112：控股母公司是地方国企>国资委管
ad9,山东大学,山东大学,pin,i-root,ad9,山东大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
adi,山西嘉达环境科技有限公司,山西嘉达环境科技有限公司,ent,i-root,adi,山西嘉达环境科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
adj,陕西省汉中市汉台区人才交流服务中心,陕西省汉中市汉台区人才交流服务中心,pin,i-root,adj,陕西省汉中市汉台区人才交流服务中心,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
adm,上海爱数信息技术股份有限公司,上海爱数信息技术股份有限公司,ent,i-root,adm,上海爱数信息技术股份有限公司,"{""2012-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
ado,上海安托信息技术有限公司,上海安托信息技术有限公司,ent,i-root,ado,上海安托信息技术有限公司,"{""2018-01-23"":""2021-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
adk,汕头大学医学院第一附属医院,汕头大学医学院第一附属医院,pin,i-root,adk,汕头大学医学院第一附属医院,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
adp,上海宝康电子控制工程有限公司,上海宝康电子控制工程有限公司,ent,i-root,adp,上海宝康电子控制工程有限公司,"{""2008-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
adr,上海贝泰妮生物科技有限公司,上海贝泰妮生物科技有限公司,ent,i-root,adr,上海贝泰妮生物科技有限公司,"{""2018-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
ads,上海壁仞智能科技有限公司,上海壁仞智能科技有限公司,ent,i-root,ads,上海壁仞智能科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
adq,上海宝信软件股份有限公司,上海宝信软件股份有限公司,ent,aya,bdu,中国宝武钢铁集团有限公司,"{""2008-01-23"":""2023-01-23""}",[glb],[chn],[soe],plc,nht,nf-404,nf-404,nf-404,nf-404,240222：隶属关系参考该公司介绍。
adu,上海冬新信息技术有限公司,上海冬新信息技术有限公司,ent,i-root,adu,上海冬新信息技术有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
adv,上海发网云物流科技有限公司,上海发网云物流科技有限公司,ent,i-root,adv,上海发网云物流科技有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
adw,上海法本信息技术有限公司,上海法本信息技术有限公司,ent,avm,avm,深圳市法本信息技术股份有限公司,{},nf-404,nf-404,nf-404,[plc],[nht],nf-404,nf-404,nf-404,nf-404,240117：全称有技术2字
adt,上海博达数据通信有限公司,上海博达数据通信有限公司,ent,i-root,adt,上海博达数据通信有限公司,"{""2008-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
adx,上海泛微网络科技股份有限公司,上海泛微网络科技股份有限公司,ent,i-root,adx,上海泛微网络科技股份有限公司,"{""2009-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
ady,上海飞机设计研究院有限公司,上海飞机设计研究院有限公司,ent,avn,avn,中国商用飞机有限责任公司,"{""2023-01-23"":""2026-01-23"",""2019-01-23"":""2022-01-23""}",nf-404,nf-404,[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
adz,上海飞机制造有限公司,上海飞机制造有限公司,ent,avn,avn,中国商用飞机有限责任公司,"{""2014-01-23"":""2023-01-23""}",nf-404,nf-404,[soe],nf-404,nht,nf-404,nf-404,nf-404,nf-404,
ae0,上海复旦微电子集团股份有限公司,上海复旦微电子集团股份有限公司,ent,i-root,ae0,上海复旦微电子集团股份有限公司,"{""2008-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,240112：hk也上市了
ae1,上海公安学院,上海公安学院,pin,i-root,ae1,上海公安学院,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
