usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023
agm,顺丰科技有限公司,顺丰科技有限公司,ent,avo,avo,顺丰控股股份有限公司,"{""2013-01-23"":""2025-01-23""}",[glb]
agn,思必驰科技股份有限公司,思必驰科技股份有限公司,ent,root-node,agn,思必驰科技股份有限公司,"{""2011-01-23"":""2023-01-23""}",nf04
ag9,深圳市广和通无线股份有限公司,深圳市广和通无线股份有限公司,ent,root-node,ag9,深圳市广和通无线股份有限公司,"{""2009-01-23"":""2024-01-23""}",nf04
ago,思佳科技（北京）有限责任公司,思佳科技（北京）有限责任公司,ent,root-node,ago,思佳科技（北京）有限责任公司,{},nf04
agp,四川大学,四川大学,pin,root-node,agp,四川大学,{},nf04
agq,四川省宜宾五粮液集团有限公司,四川省宜宾五粮液集团有限公司,ent,avt,avt,宜宾发展控股集团有限公司,{},nf04
agr,四川元七电子商务有限公司,四川元七电子商务有限公司,ent,root-node,agr,四川元七电子商务有限公司,{},nf04
ags,四川长虹电子系统有限公司,四川长虹电子系统有限公司,ent,avs,avs,四川长虹电子控股集团有限公司,"{""2008-01-23"":""2023-01-23""}",nf04
agt,松江区岳阳街道景德路社区居民委员会,松江区岳阳街道景德路社区居民委员会,org,root-node,agt,松江区岳阳街道景德路社区居民委员会,{},nf04
agu,松下信息系统（上海）有限公司无锡分公司,松下信息系统（上海）有限公司无锡分公司,ent,atn,avv,松下控股公司,{},[glb]
agy,苏州盖雅云计算科技有限公司,苏州盖雅云计算科技有限公司,ent,root-node,agy,苏州盖雅云计算科技有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
agz,苏州高视半导体技术有限公司,苏州高视半导体技术有限公司,ent,root-node,agz,苏州高视半导体技术有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
agv,苏州爱特曼智能技术有限公司,苏州爱特曼智能技术有限公司,ent,root-node,agv,苏州爱特曼智能技术有限公司,{},nf04
agw,苏州澳姿媚服饰有限公司,苏州澳姿媚服饰有限公司,ent,root-node,agw,苏州澳姿媚服饰有限公司,{},nf04
agx,苏州大学,苏州大学,pin,root-node,agx,苏州大学,{},nf04
ah3,苏州汇川技术有限公司,苏州汇川技术有限公司,ent,root-node,ah3,苏州汇川技术有限公司,"{""2012-01-23"":""2024-01-23""}",nf04
ah0,苏州高新区人力资源开发有限公司,苏州高新区人力资源开发有限公司,ent,root-node,ah0,苏州高新区人力资源开发有限公司,{},nf04
ah4,苏州麦迪斯顿医疗科技股份有限公司,苏州麦迪斯顿医疗科技股份有限公司,ent,root-node,ah4,苏州麦迪斯顿医疗科技股份有限公司,"{""2011-01-23"":""2023-01-23""}",nf04
ah1,苏州工业园区测绘地理信息有限公司,苏州工业园区测绘地理信息有限公司,ent,ato,ato,园测信息科技股份有限公司,"{""2015-01-23"":""2024-01-23""}",nf04
ah5,苏州镁伽科技有限公司,苏州镁伽科技有限公司,ent,root-node,ah5,苏州镁伽科技有限公司,"{""2020-01-23"":""2023-01-23""}",nf04
ah2,苏州工业园区优亦乐培训中心有限公司,苏州工业园区优亦乐培训中心有限公司,ent,root-node,ah2,苏州工业园区优亦乐培训中心有限公司,{},nf04
ah8,苏州世才外企服务股份有限公司苏州园区分公司,苏州世才外企服务股份有限公司苏州园区分公司,ent,root-node,ah8,苏州世才外企服务股份有限公司苏州园区分公司,{},nf04
ah9,苏州市姑苏区佳爱教育培训中心有限公司,苏州市姑苏区佳爱教育培训中心有限公司,ent,root-node,ah9,苏州市姑苏区佳爱教育培训中心有限公司,{},nf04
ah7,苏州盛科通信股份有限公司,苏州盛科通信股份有限公司,ent,root-node,ah7,苏州盛科通信股份有限公司,"{""2009-01-23"":""2024-01-23""}",nf04
ah6,苏州三新供电服务有限公司,苏州三新供电服务有限公司,ent,atp,atq,国家电网有限公司,{},[glb]
ahb,苏州市吴江区住房和城乡建设局,苏州市吴江区住房和城乡建设局,gpo,root-node,ahb,苏州市吴江区住房和城乡建设局,{},nf04
aha,苏州市华测检测技术有限公司,苏州市华测检测技术有限公司,ent,root-node,aha,苏州市华测检测技术有限公司,"{""2011-01-23"":""2023-01-23""}",nf04
ahd,苏州玩蜂软件科技有限公司,苏州玩蜂软件科技有限公司,ent,root-node,ahd,苏州玩蜂软件科技有限公司,"{""2021-01-23"":""2024-01-23""}",nf04
ahc,苏州天准科技股份有限公司,苏州天准科技股份有限公司,ent,root-node,ahc,苏州天准科技股份有限公司,"{""2011-01-23"":""2023-01-23""}",nf04
ahe,苏州矽行半导体技术有限公司,苏州矽行半导体技术有限公司,ent,root-node,ahe,苏州矽行半导体技术有限公司,{},nf04
ahg,苏州云联智慧信息技术应用有限公司,苏州云联智慧信息技术应用有限公司,ent,root-node,ahg,苏州云联智慧信息技术应用有限公司,"{""2016-01-23"":""2025-01-23""}",nf04
ahh,索智生物科技（浙江）有限公司上海分公司,索智生物科技（浙江）有限公司上海分公司,ent,root-node,ahh,索智生物科技（浙江）有限公司上海分公司,{},nf04
ahj,台州市椒江区人才交流中心,台州市椒江区人才交流中心,pin,root-node,ahj,台州市椒江区人才交流中心,{},nf04
ahi,台州市大数据发展中心,台州市大数据发展中心,pin,root-node,ahi,台州市大数据发展中心,{},nf04
ahf,苏州银行股份有限公司,苏州银行股份有限公司,ent,root-node,ahf,苏州银行股份有限公司,{},nf04
ahm,泰州市公共交通服务中心,泰州市公共交通服务中心,pin,root-node,ahm,泰州市公共交通服务中心,{},nf04
ahn,唐山英莱科技有限公司,唐山英莱科技有限公司,ent,root-node,ahn,唐山英莱科技有限公司,"{""2016-01-23"":""2025-01-23""}",nf04
ahl,泰山信息科技有限公司,泰山信息科技有限公司,ent,root-node,ahl,泰山信息科技有限公司,"{""2020-01-23"":""2023-01-23""}",nf04
aho,淘宝（中国）软件有限公司,淘宝（中国）软件有限公司,ent,awj,asr,阿里巴巴集团控股有限公司,"{""2010-01-23"":""2025-01-23""}",[glb]
ahk,太初（无锡）电子科技有限公司,太初（无锡）电子科技有限公司,ent,root-node,ahk,太初（无锡）电子科技有限公司,{},nf04
ahp,特变电工股份有限公司新疆变压器厂,特变电工股份有限公司新疆变压器厂,ent,atr,atr,特变电工股份有限公司,{},nf04
ahq,腾讯科技（上海）有限公司,腾讯科技（上海）有限公司,ent,avy,avy,腾讯控股有限公司,"{""2013-01-23"":""2025-01-23""}",[glb]
ahr,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,ent,avy,avy,腾讯控股有限公司,"{""2008-01-23"":""2023-01-23""}",[glb]
ahs,天津大学,天津大学,pin,root-node,ahs,天津大学,{},nf04
aht,天津钢管制造有限公司,天津钢管制造有限公司,ent,avz,bhz,中国中信集团有限公司,"{""2023-01-23"":""2026-01-23""}",[glb]
ahw,天台县文化馆,天台县文化馆,pin,root-node,ahw,天台县文化馆,{},nf04
ahx,天翼云科技有限公司,天翼云科技有限公司,ent,aog,au7,中国电信集团有限公司,"{""2022-01-23"":""2025-01-23""}",[glb]
ahy,天翼云科技有限公司上海分部,天翼云科技有限公司上海分部,ent,ahx,au7,中国电信集团有限公司,{},[glb]
ai0,同济大学,同济大学,pin,root-node,ai0,同济大学,{},nf04
ahz,通富微电子股份有限公司,通富微电子股份有限公司,ent,root-node,ahz,通富微电子股份有限公司,"{""2008-01-23"":""2023-01-23""}",nf04
ai1,佗道医疗科技有限公司,佗道医疗科技有限公司,ent,root-node,ai1,佗道医疗科技有限公司,{},nf04
ahu,天津市河东区学而思培训学校有限公司,天津市河东区学而思培训学校有限公司,ent,aw0,aw0,北京世纪好未来教育科技有限公司,{},nf04
ahv,天津市红桥区学而思培优课外培训学校有限公司,天津市红桥区学而思培优课外培训学校有限公司,ent,aw0,aw0,北京世纪好未来教育科技有限公司,{},nf04
ai2,拓尔思信息技术股份有限公司,拓尔思信息技术股份有限公司,ent,root-node,ai2,拓尔思信息技术股份有限公司,"{""2008-01-23"":""2023-01-23""}",nf04
ai3,万得信息技术股份有限公司,万得信息技术股份有限公司,ent,root-node,ai3,万得信息技术股份有限公司,"{""2008-01-23"":""2023-01-23""}",nf04
ai5,网易（杭州）网络有限公司,网易（杭州）网络有限公司,ent,aw2,aw1,网易公司,"{""2008-01-23"":""2023-01-23""}",nf04
ai4,网络通信与安全紫金山实验室,网络通信与安全紫金山实验室,pin,root-node,ai4,网络通信与安全紫金山实验室,{},nf04
ai6,网易（上海）网络游戏有限公司,网易（上海）网络游戏有限公司,ent,aw1,aw1,网易公司,{},nf04
ai8,网易传媒科技（北京）有限公司,网易传媒科技（北京）有限公司,ent,aw1,aw1,网易公司,"{""2014-01-23"":""2023-01-23""}",nf04
ai7,网易（上海）网络有限公司,网易（上海）网络有限公司,ent,aw2,aw1,网易公司,"{""2022-01-23"":""2025-01-23""}",nf04
aib,微钉科技（无锡）有限公司,微钉科技（无锡）有限公司,ent,axf,axf,上海微钉科技有限公司,{},nf04
aic,维沃移动通信（深圳）有限公司,维沃移动通信（深圳）有限公司,ent,root-node,aic,维沃移动通信（深圳）有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
aie,潍坊市招生考试研究院,潍坊市招生考试研究院,pin,root-node,aie,潍坊市招生考试研究院,{},nf04
aif,温州市公安局鹿城区分局,温州市公安局鹿城区分局,gpo,root-node,aif,温州市公安局鹿城区分局,{},nf04
aid,潍柴动力股份有限公司,潍柴动力股份有限公司,ent,bjl,bjk,山东重工集团有限公司,"{""2008-01-23"":""2023-01-23""}",nf04
ai9,威海先进医用材料与高端医疗器械山东省实验室,威海先进医用材料与高端医疗器械山东省实验室,pin,root-node,ai9,威海先进医用材料与高端医疗器械山东省实验室,{},nf04
aia,纬创软件（武汉）有限公司,纬创软件（武汉）有限公司,ent,bal,bal,纬创集团,"{""2012-01-23"":""2024-01-23""}",[glb]
aih,闻泰科技（无锡）有限公司,闻泰科技（无锡）有限公司,ent,baq,baq,闻泰科技股份有限公司,{},nf04
aig,文思海辉元辉科技（无锡）有限公司,文思海辉元辉科技（无锡）有限公司,ent,aw6,at4,中国电子信息产业集团有限公司,"{""2021-01-23"":""2024-01-23""}",[glb]
aii,乌鲁木齐行政事业单位监管局,乌鲁木齐行政事业单位监管局,gpo,root-node,aii,乌鲁木齐行政事业单位监管局,{},nf04
aij,乌鲁木齐市政协机关老干部服务中心,乌鲁木齐市政协机关老干部服务中心,pin,root-node,aij,乌鲁木齐市政协机关老干部服务中心,{},nf04
aik,乌苏市天山伟华货运配载信息服务部,乌苏市天山伟华货运配载信息服务部,ent,root-node,aik,乌苏市天山伟华货运配载信息服务部,{},nf04
ail,无锡奥特维科技股份有限公司,无锡奥特维科技股份有限公司,ent,root-node,ail,无锡奥特维科技股份有限公司,"{""2015-01-23"":""2024-01-23""}",nf04
ain,无锡城市云计算中心有限公司,无锡城市云计算中心有限公司,ent,root-node,ain,无锡城市云计算中心有限公司,"{""2013-01-23"":""2025-01-23""}",nf04
aim,无锡车联天下信息技术有限公司,无锡车联天下信息技术有限公司,ent,root-node,aim,无锡车联天下信息技术有限公司,"{""2015-01-23"":""2024-01-23""}",nf04
aiq,无锡动视宫原科技有限公司,无锡动视宫原科技有限公司,ent,root-node,aiq,无锡动视宫原科技有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
aio,无锡大华锐频科技有限公司,无锡大华锐频科技有限公司,ent,axj,an8,浙江大华技术股份有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
aip,无锡德望科荣科技系统有限公司,无锡德望科荣科技系统有限公司,ent,root-node,aip,无锡德望科荣科技系统有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
air,无锡恩福油封有限公司,无锡恩福油封有限公司,ent,root-node,air,无锡恩福油封有限公司,{},nf04
aiv,无锡谷数科技有限公司,无锡谷数科技有限公司,ent,root-node,aiv,无锡谷数科技有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
ais,无锡高达文都信息咨询有限公司,无锡高达文都信息咨询有限公司,ent,root-node,ais,无锡高达文都信息咨询有限公司,{},nf04
ait,无锡格跃科技有限公司,无锡格跃科技有限公司,ent,root-node,ait,无锡格跃科技有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
aiw,无锡海伦教育培训中心有限公司,无锡海伦教育培训中心有限公司,ent,root-node,aiw,无锡海伦教育培训中心有限公司,{},nf04
aiy,无锡宏创盛安科技有限公司,无锡宏创盛安科技有限公司,ent,root-node,aiy,无锡宏创盛安科技有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
aiz,无锡后浪信息科技有限公司,无锡后浪信息科技有限公司,ent,root-node,aiz,无锡后浪信息科技有限公司,{},nf04
aiu,无锡谷壳文化传播有限公司,无锡谷壳文化传播有限公司,ent,root-node,aiu,无锡谷壳文化传播有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
aj0,无锡华润上华科技有限公司,无锡华润上华科技有限公司,ent,aur,avp,中国华润有限公司,"{""2016-01-23"":""2025-01-23""}",[glb]
aix,无锡恒鼎超级计算中心有限公司,无锡恒鼎超级计算中心有限公司,ent,root-node,aix,无锡恒鼎超级计算中心有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
aj1,无锡华通智能交通技术开发有限公司,无锡华通智能交通技术开发有限公司,ent,root-node,aj1,无锡华通智能交通技术开发有限公司,"{""2012-01-23"":""2025-01-23""}",nf04
aj2,无锡吉兴汽车声学部件科技有限公司,无锡吉兴汽车声学部件科技有限公司,ent,root-node,aj2,无锡吉兴汽车声学部件科技有限公司,"{""2011-01-23"":""2023-01-23""}",nf04
aj5,无锡九霄科技有限公司,无锡九霄科技有限公司,ent,root-node,aj5,无锡九霄科技有限公司,"{""2018-01-23"":""2024-01-23""}",nf04
aj3,无锡经纬纺织科技试验有限公司,无锡经纬纺织科技试验有限公司,ent,root-node,aj3,无锡经纬纺织科技试验有限公司,{},nf04
aj7,无锡凯蒂蒂艾体育发展有限公司,无锡凯蒂蒂艾体育发展有限公司,ent,root-node,aj7,无锡凯蒂蒂艾体育发展有限公司,{},nf04
aj9,无锡蓝深远望信息安全技术有限公司,无锡蓝深远望信息安全技术有限公司,ent,aa1,aa1,蓝深远望科技股份有限公司,{},nf04
